GPO,IDN,FA #,FA Name,Franchise,Product Line,Manufacturer,Item #,Item Description,Month,Quarter,Year,Usage,Collected,Accepted,DNR,Available,Purchased,Cancelled
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,Pulse Oximeters,Masimo Corporation,2328,Infant O2 Transducer,March,Q1,2019,0,58,56,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Arthroscopic Shavers / Burs,Stryker,375-545-000,Formula Tomcat Cutter,March,Q1,2019,0,2,0,0,5,0,5
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Arthroscopic Shavers / Burs,Stryker,375-941-012,Formula Barrel Bur 12-Flute,March,Q1,2019,0,1,1,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Arthroscopic Shavers / Burs,Stryker,375-951-012,Formula Barrel Bur 12-Flute,March,Q1,2019,0,1,1,0,5,0,5
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Burrs / Bits / Blades,Stryker,2108-102,Sagittal Saw Blade,March,Q1,2019,0,1,1,0,3,0,3
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Burrs / Bits / Blades,Stryker,2108-140,Sagittal Saw Blade,March,Q1,2019,0,0,0,0,1,0,1
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Burrs / Bits / Blades,Stryker,2108-182,Sagittal Saw Blade,March,Q1,2019,0,0,0,0,0,1,-1
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Burrs / Bits / Blades,Synthes,310.21,Drill Bit QC,March,Q1,2019,0,1,1,0,1,0,1
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Burrs / Bits / Blades,Synthes,310.25,Drill Bit QC,March,Q1,2019,0,1,1,0,3,0,3
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Burrs / Bits / Blades,Synthes,310.31,Drill Bit QC,March,Q1,2019,0,1,1,0,1,0,1
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,BPT12STS,VersaOne blunt threaded,March,Q1,2019,0,1,1,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,ONB12LGF,VersaOne optical bladeless,March,Q1,2019,0,7,7,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,ONB12STF,VersaOne optical bladeless,March,Q1,2019,0,32,32,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,ONB15STF,VersaOne optical bladeless,March,Q1,2019,0,6,6,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,ONB5LGF,VersaOne optical bladeless,March,Q1,2019,0,1,1,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,ONB5STF,VersaOne optical bladeless,March,Q1,2019,0,40,40,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,UNVCA12STF,VersaOne universal cannula,March,Q1,2019,0,1,1,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,UNVCA12STS,VersaOne universal cannula,March,Q1,2019,0,2,2,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,UNVCA5STF,VersaOne universal cannula,March,Q1,2019,0,28,28,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,VS101005-NS,Versastep Cannula and Dilator,March,Q1,2019,0,70,70,70,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,VS101011P,VersaStep Plus bladeless w/o,March,Q1,2019,0,25,25,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,VS101012P,VersaStep Plus bladeless w/o,March,Q1,2019,0,9,9,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Ligasures,Covidien,LF1637,LigaSure Blunt Tip,March,Q1,2019,0,1,0,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Ligasures,Covidien,LF4418,LigaSure Impact without,March,Q1,2019,0,1,1,0,6,0,6
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Scissor Tips,Microline,3142-MICROLINE,Endocut Scissor Tip,March,Q1,2019,0,0,0,0,2,0,2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Scissor Tips,Snowden-Pencer,89-5100,Switch Blade Curved,March,Q1,2019,0,3,3,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-024-235,Color Cuff,March,Q1,2019,0,5,2,0,0,10,-10
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-030-235,Color Cuff,March,Q1,2019,0,9,8,0,0,20,-20
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-034-235,Color Cuff,March,Q1,2019,0,30,29,0,20,10,10
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-044-235,Color Cuff,March,Q1,2019,0,4,1,0,10,0,10
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-212-235,Color Cuff,March,Q1,2019,0,1,0,0,10,0,10
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-218-235,Color Cuff,March,Q1,2019,0,19,14,0,20,20,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,March,Q1,2019,0,1,0,0,6,6,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,Diagnostic Ultrasound Catheter,Biosense Webster,10439072,SoundStar eco,March,Q1,2019,0,2,2,2,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,BD710FJ282CT,CS Bi-Directional with Auto ID,March,Q1,2019,0,3,3,0,6,0,6
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CB3412CT,Reuseable Carto 3 Cable,March,Q1,2019,0,28,25,0,48,25,23
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CB3434CT,Reuseable Carto 3 Cable,March,Q1,2019,0,1,1,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CR3425CT,Reusable Carto Ablation Cable,March,Q1,2019,0,8,8,0,4,4,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CR3434CT,Reusable Carto Ablation Cable,March,Q1,2019,0,16,15,0,12,9,3
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CY1212CT,Reuseable Carto 3 Cable,March,Q1,2019,0,19,19,0,24,6,18
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D134401,BW CARTO 3 System eco,March,Q1,2019,0,12,12,0,9,11,-2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D135304,CS Uni-Directional w Auto ID,March,Q1,2019,0,12,11,0,38,8,30
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D6DR005CT,BW Steerable with Auto ID,March,Q1,2019,0,11,10,0,12,8,4
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D7R-20-P14-RT,BW Ismus Cath Steerable,March,Q1,2019,0,2,2,0,2,0,2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D7-T20-P15-RT,BW Halo XP Steerable,March,Q1,2019,0,1,1,0,4,0,4
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,F6QA005CT,BW Fixed Curve with Auto ID,March,Q1,2019,0,19,16,0,21,3,18
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Medtronic,2ACHC,Achieve Cable,March,Q1,2019,0,2,2,0,2,5,-3
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Medtronic,990066,Achieve Cable,March,Q1,2019,0,1,1,0,3,0,3
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,March,Q1,2019,0,54,51,0,40,0,40
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,NON,Pulse Oximeters,Masimo Corporation,1860,Pediatric O2 Transducer,March,Q1,2019,0,7,7,0,0,0,0
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,NON,Pulse Oximeters,Masimo Corporation,1861,Infant O2 Transducer,March,Q1,2019,0,4,4,0,20,0,20
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,NON,Pulse Oximeters,Masimo Corporation,2320,Adult O2 Transducer,March,Q1,2019,0,7,7,0,0,0,0
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,NON,Pulse Oximeters,Masimo Corporation,2328,Infant O2 Transducer,March,Q1,2019,0,38,37,0,80,0,80
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-542-000,Formula Resector Cutter,March,Q1,2019,0,1,0,0,0,0,0
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-544-000,Formula Aggressive Plus Cutter,March,Q1,2019,0,3,2,0,0,0,0
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-564-000,Formula Aggressive Plus Cutter,March,Q1,2019,0,2,0,0,0,10,-10
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-941-000,Formula Barrel Bur,March,Q1,2019,0,10,6,0,0,0,0
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-951-000,Formula Aggressive Barrel Bur,March,Q1,2019,0,4,2,0,0,10,-10
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Tourniquet Cuffs,Stryker,5921-024-235,Color Cuff,March,Q1,2019,0,3,3,0,0,0,0
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Tourniquet Cuffs,Stryker,5921-034-235,Color Cuff,March,Q1,2019,0,14,5,0,0,0,0
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Tourniquet Cuffs,Stryker,5921-218-235,Color Cuff,March,Q1,2019,0,12,10,0,20,10,10
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A1-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,12,12,12,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,49,49,49,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A-L,Soft Blood Pressure Cuff,March,Q1,2019,0,53,53,53,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A3-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,7,7,7,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P1-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P2-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,4,4,4,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,March,Q1,2019,0,7.5,7.5,0,20,0,20
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,March,Q1,2019,0,20,19,0,40,0,40
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520,Vaso Press Foot Garment,March,Q1,2019,0,2.5,2,0,10,0,10
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,March,Q1,2019,0,2,2,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,March,Q1,2019,0,81,81,0,60,0,60
Vizient,SCL Health,189221,Holy Rosary Healthcare,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,March,Q1,2019,0,3,3,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,March,Q1,2019,0,9,9,0,18,0,18
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,D12LT,Xcel Dilating Tip Trocar,March,Q1,2019,0,2,2,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,D5LT,Xcel Dilating Tip Trocar,March,Q1,2019,0,4,4,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Laparoscopic,Ethicon Endo-Surgery Inc.,5DCS,Endopath Curved Scissors,March,Q1,2019,0,4,4,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Laparoscopic,Ethicon Endo-Surgery Inc.,5DSG,Endopath Grasper,March,Q1,2019,0,3,3,0,6,0,6
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-024-135,Color Cuff,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-034-135,Color Cuff,March,Q1,2019,0,4,4,0,0,0,0
Vizient,SCL Health,189221,Holy Rosary Healthcare,SUR,Tourniquet Cuffs,Stryker,5921-218-135,Color Cuff,March,Q1,2019,0,5,5,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Blood Pressure Cuffs,GE Healthcare,2362,Soft Blood Pressure Cuff,March,Q1,2019,0,6,6,6,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Blood Pressure Cuffs,GE Healthcare,2363,Soft Blood Pressure Cuff,March,Q1,2019,0,55,55,55,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Blood Pressure Cuffs,GE Healthcare,2364,Soft Blood Pressure Cuff,March,Q1,2019,0,8,8,8,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Blood Pressure Cuffs,Welch Allyn,SOFT-10,Flexiport Raw Cuff,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Blood Pressure Cuffs,Welch Allyn,SOFT-12,Flexiport Raw Cuff,March,Q1,2019,0,2,2,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,March,Q1,2019,0,12.5,12.5,0,30,0,30
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,March,Q1,2019,0,68,68,0,140,0,140
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520,Vaso Press Foot Garment,March,Q1,2019,0,19.5,19.5,0,70,0,70
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520L,Vaso Press Foot Garment,March,Q1,2019,0,2,2,0,20,0,20
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530LG,Vaso Press Thigh,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530MG,Vaso Press Thigh,March,Q1,2019,0,21,21,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Fall Alarms,Stanley Healthcare,73030,Chair Sensormat Pad,March,Q1,2019,0,36,36,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,March,Q1,2019,0,40,36,36,0,0,0
Vizient,SCL Health,189476,St James Health Care,NON,Pulse Oximeters,Masimo Corporation,1860,Pediatric O2 Transducer,March,Q1,2019,0,29,28,0,20,0,20
Vizient,SCL Health,189476,St James Health Care,NON,Pulse Oximeters,Masimo Corporation,2328,Infant O2 Transducer,March,Q1,2019,0,25,24,0,60,0,60
Vizient,SCL Health,189476,St James Health Care,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,March,Q1,2019,0,2,2,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B11LT,Xcel Bladeless Trocar,March,Q1,2019,2,2,2,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12LT,Xcel Bladeless Trocar,March,Q1,2019,0,2,1,0,6,0,6
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,March,Q1,2019,4,11,10,0,36,0,36
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB12LT,Xcel Trocar Sleeve,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,March,Q1,2019,4,14,14,0,48,0,48
Vizient,SCL Health,189476,St James Health Care,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,H12LP,Xcel Blunt Tip Trocar,March,Q1,2019,2,6,6,0,18,0,18
Vizient,SCL Health,189476,St James Health Care,SUR,Ligasures,Covidien,LF1637,LigaSure Blunt Tip,March,Q1,2019,3,1,0,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Ligasures,Covidien,LF4418,LigaSure Impact without,March,Q1,2019,2,1,0,0,6,0,6
Vizient,SCL Health,189476,St James Health Care,SUR,Suture Passers,CooperSurgical/Inlet Medical Inc.,CTI-512N,CloseSure Procedure Kit,March,Q1,2019,10,0,0,0,5,5,0
Vizient,SCL Health,189476,St James Health Care,SUR,Tourniquet Cuffs,Zimmer,60-7070-003,Tourniquet Cuff,March,Q1,2019,0,2,2,0,20,0,20
Vizient,SCL Health,189476,St James Health Care,SUR,Tourniquet Cuffs,Zimmer,60-7070-004,Tourniquet Cuff,March,Q1,2019,0,1,1,0,10,0,10
Vizient,SCL Health,189476,St James Health Care,SUR,Tourniquet Cuffs,Zimmer,60-7070-005,Tourniquet Cuff,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,189476,St James Health Care,SUR,Tourniquet Cuffs,Zimmer,60-7070-103,Tourniquet Cuff,March,Q1,2019,0,2,1,0,10,0,10
Vizient,SCL Health,189476,St James Health Care,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,March,Q1,2019,1,1,1,0,6,0,6
Vizient,SCL Health,189476,St James Health Care,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH23,Harmonic ACE +7 Shears,March,Q1,2019,2,4,4,0,6,0,6
Vizient,SCL Health,189476,St James Health Care,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH36,Harmonic ACE +7 Shears,March,Q1,2019,1,1,1,0,6,0,6
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A1-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,208,208,0,60,0,60
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A1-2A-L,Soft Blood Pressure Cuff,March,Q1,2019,0,17,17,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,1210,1208,1208,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A2-2A-L,Soft Blood Pressure Cuff,March,Q1,2019,0,1043,1042,1042,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-A3-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,68,68,0,200,0,200
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P1-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,15,15,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,GE Healthcare,SFT-P2-2A,Soft Blood Pressure Cuff,March,Q1,2019,0,121,121,0,160,0,160
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,Medline,MDS9913HP,Medline Blood Pressure Cuff,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Blood Pressure Cuffs,Welch Allyn,SOFT-11,Flexiport Raw Cuff,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501LG,Vaso Press Calf,March,Q1,2019,0,83,68,0,150,0,150
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501M,Vaso Press Calf Garment,March,Q1,2019,0,0.5,0.5,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 501MG,Vaso Press Calf,March,Q1,2019,0,198,184,184,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520,Vaso Press Foot Garment,March,Q1,2019,0,65,61,0,130,0,130
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 520L,Vaso Press Foot Garment,March,Q1,2019,0,0.5,0,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530L,Vaso Press Thigh Garment,March,Q1,2019,0,3.5,3.5,0,10,0,10
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530LG,Vaso Press Thigh,March,Q1,2019,0,55,48,0,30,0,30
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Compression Therapy Concepts,VP 530MG,Vaso Press Thigh,March,Q1,2019,0,200,200,200,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Compression Device - Pairs,Medline,MDS601PD,Hemo-Force Calf Garment,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Electrode Leads and Cables,Philips Healthcare,9.89803E+11,5-Lead Set Disposable,March,Q1,2019,0,129,127,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Electrode Leads and Cables,Philips Healthcare,9.89803E+11,5-Lead Set Disposable,March,Q1,2019,0,22,19,0,0,180,-180
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Fall Alarms,Posey Company,8309EL,Chair Sensor Pad,March,Q1,2019,0,5,5,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Fall Alarms,Stanley Healthcare,73030,Chair Sensormat Pad,March,Q1,2019,0,77,77,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Fall Alarms,Stanley Healthcare,74030,Bed Sensormat Pad,March,Q1,2019,0,6,6,0,10,0,10
Vizient,SCL Health,196890,St Vincent Healthcare,NON,HoverMatt,HoverTech International,HM39SPU-B,HoverMatt,March,Q1,2019,0,9,9,0,40,0,40
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pressure Infusion Bags,Smiths Medical,MX4705,Clear Cuff Pressure Infusor,March,Q1,2019,3,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,March,Q1,2019,0,564,536,0,600,0,600
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,1862,Adult O2 Transducer,March,Q1,2019,0,1,0,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2319,Infant O2 Transducer,March,Q1,2019,0,7,7,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2320,Adult O2 Transducer,March,Q1,2019,0,27,1,0,20,0,20
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2328,Infant O2 Transducer,March,Q1,2019,0,1,0,0,20,0,20
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,March,Q1,2019,0,204,198,0,180,0,180
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,March,Q1,2019,0,2,2,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-I,Infant Pulse Oximeter Sensor,March,Q1,2019,0,1,1,0,0,0,0
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Arthroscopic Shavers / Burs,Dyonics,7205305,Full Radius,March,Q1,2019,3,2,1,0,6,0,6
Vizient,SCL Health,196890,St Vincent Healthcare,SUR,Burrs / Bits / Blades,Stryker,2108-105,Sagittal Saw Blade,March,Q1,2019,36,29,29,0,28,0,28
